ParticipantID,SEX,ParticipantAge,ParticipantEthnicity1,ParticipantEthnicity2,ParticipantEthnicity3,ParticipantEthnicity4,EducationLevel,FamilyIncome,ParticipantLTR,DatingLength,RelationshipSatisfaction,ProbabilityLeaveCurrentPartner,PartnerNumber,HadSex,AgeSex,ParticipantPrimarilyAttracted,ParticipantLifetimeSexPartners,PastYearSexPartners,PastMonthSex,GenHealth1,CMVS1,CMVS2,CMVS3,CMVS4,CMVS5,CMVS6,CMVS7,CMVS8,CMVS9,CMVS10,CMVS11rc,CMVS12,CMVS13,CMVS14,CMVS15,CMVS16,CMVS17,CMVS18,CMVS19,CMVS20,CMVS21,CMVS22,CMVS23,CMVS24rc,CMVS25rc,CMVS26rc
1,2,36,1, , , ,4,6,1,5,10,1,5,1,14,1,10,1,5,5, ,2,3,5,3,7,3,3,3,3,2,1,1,1,6,7,7,3,5,3,2,7,1,1,1,1
2,1,29,3, , , ,4,1,1,5,10,10,1,1,26,2,1,1,10,4, , , , , , , , , ,6,3,6,6,6,6,5,6,6,4,5,5,5,4,3,4,3
3,1,36,1, , , ,4,4,2, , , ,5,1,23,2,2,0,0,3,1,1,1,1,1,1,2,1,1,1,1,5,5,4,1,1,1,3,2,1,1,1,1,3,3,4
4,2,32,8, , , ,3,3,1,5,11,1,5,1,17,1,5,1,30,3,1,3,3,2,3,2,1,1,2,1,1,1,1,1,7,7,7,2,2,1,1,1,2,1,1,1
5,1,29,3, , , ,4,2,1,5,9,1,3,1,19,2,3,2,6,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,4,1,4,1,1,1,1,1,4,1
6,1,32,6, , , ,4,3,1,4,9,1,12,1,21,2,4,1,18,4,1,1,1,1,1,1,1,1,1,1,1,7,4,1,1,1,1,7,7,1,4,1,1,7,7,7
7,1,26,1, , , ,4,8,2, , , ,10,1,13,2,30,10,5,4,1,1,1,1,1,1,1,1,1,1,1,7,7,7,1,1,5,1,1,1,1,1,1,1,1,1
8,2,55,1, , , ,3,3,1,5,11,6,6,1,22,1,6,1,12,5,1,1,2,4,3,5,2,1,4,1,1,4,3,3,5,7,7,3,4,3,1,5,1,1,1,4
9,2,42,1,2, , ,4,4,1,4,11,1,2,1,18,1,2,1,15,4,1,2,1,7,1,7,1,1,2,1,1,1,1,1,7,7,7,1,1,1,7,7,1,1,1,1
10,2,32,1, , , ,3,6,1,4,11,1,3,1,16,1,10,1,4,4,1,1,3,3,1,2,3,1,3,1,1,1,1,1,6,6,6,2,2,2,1,4,1,1,1,1
11,2,27,3, , , ,4,2,1,5,11,1,2,2, ,1,1,1,7,5,1,1,6,1,1,7,7,1,1,1,1,1,1,1,7,7,2,1,1,1,7,2,1,7,1,1
12,2,24,1, , , ,4,8,1,4,7,1,5,1,19,1,2,1,45,5,1,1,1,1,1,1,1,1,1,1,1,7,1,1,7,7,7,1,1,1,1,1,1,1,1,1
13,2,55,6, , , ,4,7,1,5,9,2,7,1,17,1,12,1,20,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1
14,1,32,1, , , ,4,6,2, , , ,5,1,18,2,23,19,3,5,1,1,1,1,1,2,1,1,1,1,2,1,1,4,6,7,4,2,1,2,1,1,1,1,4,4
15,2,42,2, , , ,4,1,1,5,11,1,1,1,23,1,1,1,2,5,1,2,1,2,1,7,5,1,1,1,2,1,1,1,1,2,1,2,2,1,2,6,2,2,2,2
16,1,48,1, , , ,4,8,1,5,10,1,30,1,15,2,45,0,9,4,1,1,3,2,1,5,2,2,3,1,2,7,3,6,5,5,5,1,3,2,2,5,1,1,2,2
17,2,26,2, , , ,2,4,2, , , ,1,1,21,1,2,0,0,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,4,1,1,3,6,5
18,1,41,1, , , ,4,6,1,5,11,1,5,1,17,2,12,1,20,3,1,1,1,1,1,2,2,1,2,1,3,1,1,7,7,7,7,4,4,1,1,3,1,1,1,1
19,2,43,1, , , ,5,6,1,5,7,1,5,1,16,1,5,1,15,3,1,1,1,4,1,1,4,4,4,1,4,1,4,7,7,7,7,1,1,1,1,4,1,1,1,1
20,1,35,1, , , ,3,1,1,5,11,1,5,1,18,2,30,1,4,3,1,1,1,1,1,1,1,7,1,1,6,7,1,7,7,7,7,6,3,1,1,1,1,1,1,7
21,1,36,8, , , ,4,4,1,4,10,8,30,1,18,2,5,5,3,3,1,1,1,1,1,1,1,1,1,1,7,1,1,4,1,1,1,1,1,2,2,1,2,7,6,6
22,1,63,1, , , ,2,6,1,5,11,1,35,1,13,2,30,1,8,3,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7
23,1,43,1, , , ,5,6,1,5,11,1,32,1,17,2,50,1,2,2,1,1,1,1,1,1,1,1,1,1,7,1,1,1,7,7,7,1,1,1,1,4,1,1,7,7
24,2,29,3, , , ,4,5,1,5,11,1,1,1,25,1,1,1,12,4,1,2,3,5,3,6,2,2,4,2,2,1,2,2,6,5,7,3,5,2,2,4,2,2,4,3
25,1,27,6, , , ,4,7,1,5,11,1,3,1,16,2,7,6,8,5,1,1,2,2,2,2,7,6,4,2,2,1,1,2,7,7,7,1,1,1,1,6,1,1,1,1
26,2,45,1, , , ,4,8,1,5,10,1,3,1,17,1,3,1,4,5,1,1,1,3,1,2,3,3,3,2,2,1,1,1,3,7,7,1,1,1,2,7,1,1,1,1
27,1,33,3, , , ,5,4,1,5,10,1,3,1,8,2,3,2,1,5,1,2,2,4,3,4,3,2,2,2,3,2,1,1,2,3,2,2,2,2,2,4,3,2,5,2
28,1,36,1, , , ,2,7,1,5,11,1,10,1,15,2,50,3,20,5,1,1,2,3,1,4,7,2,3,2,4,1,1,1,7,7,7,1,1,1,1,1,1,7,2,1
29,1,48,1, , , ,4,7,1,5,10,1,11,1,15,2,300+,1,12,5,1,1,1,4,1,4,5,1,1,2,4,1,1,3,4,2,4,1,1,2,1,4,1, ,4,1
30,2,25,2, , , ,4,5,1,3,10,1,3,2, ,1,1,1,0,4,1,3,2,3,3,2,2,3,2,2,4,3,2,3,1,2,4,3,4,3,3,4,2,6,5,5
31,2,27,1, , , ,5,7,1,5,11,1,100,1,21,1,1,1,10,5,1,2,3,4,4,4,5,5,4,2,6,3,3,3,2,3,3,3,3,3,2,3,2,5,5,6
32,2,28,3, , , ,5,7,1,4,10,9,5,1,18,1,5,3,4,4,1,3,2,2,3,2,2,3,2,2,7,2,1,1,2,2,1,2,2,2,2,1,2,6,6,6
33,2,32,6, , , ,4,6,1,5,10,1,2,1,19,1,2,1,10,4,1,1,1,1,1,1,6,2,1,2,7,2,2,2,6,1,2,2,3,2,2,3,3,3,6,5
34,2,41,1, , , ,3,4,1,5,9,1,12,1,18,1,15,1,6,2,1,1,1,2,1,1,6,7,7,3,1,1,1,7,7,7,7,6,7,1,1,1,1,1,1,6
35,1,66,2,3, , ,4,1,1,5,7,1,6,1,24,2,13,1,5,1,1,1,1,1,1,2,2,3,2,3,5,1,2,2,3,4,3,2,1,1,2,2,2,2,4,4
36,2,35,1, , , ,2,6,1,5,11,1,3,1,16,1,11,1,15,5,1,1,2,7,1,7,1,3,5,3,5,1,1,1,5,6,6,2,6,5,3,7,7,1,1,1
37,1,28,1, , , ,4,3,1,5,11,1,1,1,17,2,3,1,20,3,1,1,3,3,3,3,3,4,4,3,5,5,2,3,3,2,5,2,3,4,2,2,5,4,3,5
38,2,59,1, , , ,3,2,1,5,10,1,6,1,13,1,6,1,15,3,1,1,1,1,1,1,2,2,2,4,2,1,1,1,6,7,7,2,2,2,2,2,2,1,1,6
39,2,44,1, , , ,3,3,1,5,11,1,5,1,15,1,4,1,10,4,1,2,2,2,2,2,5,6,6,4,2,4,1,4,5,5,6,2,2,2,2,4,2,1,2,1
40,1,35,3, , , ,4,1,2, , , ,4,1,14,2,1,1,0,4,1,1,1,1,1,4,2,4,4,4,5,3,3,2,4,4,4,1,1,2,2,4,4,5,6,2
41,2,50,1, , , ,4,7,2, , , ,8,1,13,1,8,0,0,5,1,1,1,4,1,1,7,7,4,4,6,7,7,7,7,7,7,2,1,1,2,5,4,1,1,1
42,2,42,6, , , ,3,6,1,5,9,1,4,1,21,1,4,1,30,4,1,1,1,3,3,7,7,7,7,5,3,3,1,7,7,7,7,3,3,3,1,3,3,1,1,1
43,1,26,1, , , ,4,6,1,4,7,3,12,1,16,2,11,1,10,5,1,3,5,3,2,2,6,5,5,5,6,2,1,3,5,3,3,1,1,1,1,3,4,2,7,7
44,2,36,1, , , ,5,8,1,5,11,1,2,1,18,1,2,1,10,3,1,2,3,3,1,3,3,3,4,6,2,1,2,2,2,4,4,2,2,2,3,5,5,2,3,5
45,2,57,1, , , ,3,7,1,5,6,1,7,1,17,1,6,1,0,4,1,1,1,1,1,7,6,4,4,6,5,1,1,4,7,7,7,2,6,6,4,7,4,1,1,4
46,2,39,1, , , ,3,7,1,5,9,1,1,1,21,1,1,1,0,4,1,1,1,5,1,6,6,7,7,7,1,1,1,1,7,7,7,7,7,2,6,6,1,1,1,1
47,1,63,1, , , ,2,6,1,5,11,1,33,1,13,2,30,1,10,3,1,1,1,1,1,1,1,1,1,7,1,2,2,4,7,7,7,7,7,7,7,7,7,1,1,1
48,2,32,1, , , ,4,4,1,5,7,2,6,1,19,1,6,1,1,3,1,7,6,6,6,4,7,7,7,7,6,1,1,2,7,6,6,2,2,6,4,7,5,4,5,3
49,2,34,1, , , ,4,1,1,5,10,11,1,1,20,1,1,1,4,2,1,2,2,4,2,7,7,7,7,7,7,1,1,1,7,7,7,1,1,4,4,7,1,1,1,1
50,2,38,1, , , ,3,4,1,5,11,1,5,1,14,1,20,1,4,2,2,1,1,1,1,2,1,1,1,1,1,7,5,4,2,1,1,3,2,1,2,1,1,2,4,4
51,2,33,1, , , ,4,7,1,5,11,1,10,1,18,1,12,1,4,5,2,2,2,5,3,1,2,2,3,1,1,1,1,1,5,4,5,1,1,2,3,5,1,1,5,1
52,2,49,1,2,6, ,4,5,1,2,10,1,14,1,14,1,33,1,0,4,2,2,2,2,2,3,4,2,1,1,2,2,2,2,3,4,4,1,1,1,2,1,5,3,4,3
53,2,44,2, , , ,5,6,1,5,7,2,3,1,20,1,2,1,8,2,2,1,2,3,2,7,1,1,3,1,3,2,2,2,6,6,6,2,3,2,2,2,1,2,3,3
54,1,29,1, , , ,5,5,1,4,10,1,7,1,16,2,7,1,22,5,2,2,2,2,2,2,1,1,1,1,3,1,1,2,1,1,2,1,1,1,1,2,1,1,6,5
55,1,30,3, , , ,5,6,1,3,10,1,1,1,25,2,1,1,10,4,2,3,3,3,2,4,1,1,2,1,6,1,1,2,2,4,3,1,2,2,1,2,4,2,4,2
56,2,57,1, , , ,3,4,1,5,11,1,8,1,15,1,7,1,10,4,2,3,3,3,3,4,2,2,2,2,1,4,1,2,7,6,6,1,1,3,1,4,1,1,4,3
57,1,31,1, , , ,4,7,1,5,11,1,2,1,17,2,1,1,18,5,2,2,2,6,2,2,3,4,2,2,1,1,1,3,6,7,5,1,1,3,4,5,3,2,3,2
58,1,30,1, , , ,5,8,1,5,10,1,5,1,16,2,16,1,10,4,2,2,2,3,2,3,3,3,3,2,2,2,1,2,5,5,6,2,2,2,2,2,2,6,6,2
59,2,60,1,6, , ,3,2,2, , , ,20,1,18,1,15,0,0,2,2,2,2,2,2,2,3,3,2,2,2,1,2,2, ,7,7,2,2,2,2,6,1, ,2,2
60,2,46,6, , , ,4,6,1,5,10,1,2,1,22,1,3,1,6,4,2,2,2,3,3,3,2,2,3,2,2,2,1,3,5,6,6,3,2,2,3,3,4,3,3,3
61,1,45,3, , , ,5,6,1,5, ,3,1,1,24,2,1,1,8,4,2,2,2,6,3,4,3,2,3,2,2,2,2,2,5,6,6,2,3,2,4,3,3,2,4,2
62,2,39,1, , , ,3,5,1,5,8,2,11,1,14,1,5,1,8,3,2,2,2,2,2,4,2,2,2,2,2,2,7,7,3,5,4,6,6,6,6,6,5,3,3,5
63,1,45,3, , , ,5,5,1,5,10,1,2,1,25,2,1,1,10,4,2,2,2,6,2,6,2,2,4,2,2,2,2,2,6,6,2,2,2,3,3,3,3,1,5,2
64,2,56,1, , , ,4,7,1,5,11,1,4,1,17,1,3,1,8,5,2,2,2,3,2,4,3,2,2,2,2,4,2,2,4,5,6,3,3,2,2,3,2,2,2,2
65,1,40,1, , , ,5,4,1,5,8,1,8,1,21,2,5,1,10,4,2,2,2,6,3,5,5,4,4,2,2,1,1,2,3,5,5,2,2,3,2,4,3,3,3,4
66,1,35,3, , , ,5,1,1,5,11,1,1,1,20,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,2,2,2,2,2,2,2,4,2
67,1,45,3, , , ,5,5,1,5,10,1,1,1,25,2,1,1,10,4,2,2,2,2,2,2,3,2,2,2,2,1,1,2,5,5,5,2,2,2,4,7,2,1,2,1
68,2,31,6,7, , ,4,5,1,5,10,1,1,1,21,1,1,1,1,4,2,2,2,2,2,2,2,2,3,2,2,2,2,4,5,5,4,3,3,3,4,3,3,2,4,4
69,2,32,1, , , ,5,7,1,5,9,1,12,1,17,1,25,3,5,4,2,2,2,2,2,2,6,5,5,2,2,1,2,2,6,4,6,2,2,2,2,2,3,2,6,3
70,1,28,3, , , ,5,1,2, , , ,3,1,27,2,1,1,0,5,2,2,4,4,4,6,3,1,4,2,2,1,1,1,2,4,4,3,4,4,4,4,4,2,4,3
71,2,44,1, , , ,5,6,1,5,10,1,3,1,19,1,3,1,0,4,2,1,3,2,2,1,3,2,2,2,2,1,1,4,6,7,7,1,1,2,2,4,2,1,3,4
72,1,28,1,6,8, ,4,6,2, , , ,7,1,17,2,15,2,4,3,2,2,2,2,2,4,2,2,2,2,2, ,2,6,6,6,6,2,2,2,4,4,2,2,4,2
73,1,39,3, , , ,5,2,1,5,10,1,3,1,16,2,7,2,6,3,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,4,2,4,2,6
74,2,37,2, , , ,4,7,1,5,9,1,37,1,21,1,3,1,1,4,2,2,2,2,2,6,2,2,2,2,2,1,1,1,2,3,3,2,2,2,2,2,2,2,4,4
75,2,42,1, , , ,2,3,1,5,9,1,8,1,14,1,20,4,4,3,2,2,2,1,2,1,2,2,2,2,3,2,2,2,5,7,7,1,1,2,2,1,2,1,4,2
76,2,45,1, , , ,4,6,1,5,10,1,6,1,16,1,10,1,1,3,2,2,2,4,2,2,3,3,4,2,3,1,1,1,7,7,7,1,1,1,1,4,2,2,5,1
77,1,33,1, , , ,2,3,1,4,11,1,4,1,18,2,25,1,15,4,2,2,2,2,2,4,3,1,2,2,3,2,2,2,5,5,4,2,2,2,3,2,2,2,3,3
78,1,28,3, , , ,5,4,1,1,3,1,5,2, ,2,0,0,0,4,2,3,3,6,6,6,2,2,2,2,4,2,2,2,2,2,2,2,5,3,3,5,5,5,3,3
79,1,50,1, , , ,3,2,1,5,11,1,3,1,18,2,3,1,3,3,2,2,2,2,2,2,3,3,3,2,4,3,1,2,2,2,2,2,2,2,2,2,2,6,6,6
80,2,36,1, , , ,4,7,1,4,10,1,3,1,18,1,2,1,1,5,2,2,2,2,2,2,2,2,2,2,4,4,3,2,4,4,4,2,2,2,2,4,2,2,4,4
81,1,36,3, , , ,5,6,1,5,11,9,3,1,21,2,4,1,1,4,2,4,3,3,4,3,3,4,3,2,4,4,3,3,4,3,4,3,2,3,4,3,4,5,5,6
82,1,30,3, , , ,4,2,1,3,9,9,2,2, ,2,2,1,5,4,2,3,2,3,2,2,3,2,3,2,5,2,3,2,3,2,3,2,2,3,2,3,2,5,6,5
83,1,28,3, , , ,5,5,1,5,10,2,2,1,27,2,2,1,1,4,2,2,3,1,2,3,2,1,2,2,5,4,2,1,2,2,3,2,2,4,3,2,1,6,5,6
84,1,29,2, , , ,4,3,1,2,10,10,2,1,28,2,1,1,1,4,2,3,2,3,2,3,4,3,2,2,5,2,3,4,3,2,3,4,3,2,3,4,3,6,5,4
85,2,44,1, , , ,5,2,2, , , ,6,1,20,1,3,1,0,3,2,2,2,3,2,6,3,2,3,2,5,1,1,1,6,5,6,2,2,3,1,3,2,2,2,2
86,1,32,2, , , ,4,1,1,5,11,10,1,1,25,2,1,1,10,4,2,3,4,3,2,1,2,3,3,2,5,4,5,4,3,2,1,2,2,3,4,3,3,6,5,5
87,1,25,3, , , ,4,2,1,5,7,7,1,1,21,2,1,1,1,4,2,3,4,3,4,3,2,3,4,2,5,3,4,3,2,4,3,2,4,3,4,3,2,5,4,5
88,1,34,3, , , ,4,2,1,5,8,3,2,1,28,2,1,1,10,2,2,1,2,1,2,1,2,1,2,2,5,2,4,3,2,2,2,2,5,3,3,2,5,5,4,7
89,1,27,3, , , ,4,7,1,4,10,10,3,1,18,2,2,2,4,5,2,1,2,1,2,1,2,2,2,2,5,1,2,2,3,2,1,2,2,2,1,3,2,7,7,6
90,1,25,3, , , ,4,2,1,4,11,2,2,1,18,2,2,2,1,4,2,2,4,2,2,3,3,1,2,2,5,2,2,2,3,3,3,2,2,2,2,3,2,5,5,5
91,2,32,1, , , ,5,7,1,5,11,1,3,1,18,1,3,1,6,4,2,2,2,2,2,2,2,2,2,2,6,2,2,2,5,2,4,2,2,2,2,2,2,3,4,3
92,2,32,3, , , ,4,3,1,5,10,10,5,1,23,1,1,1,1,4,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6
93,1,71,3, , , ,4,2,1,5,11,1,3,2, ,2,1,1,4,3,2,2,2,2,2,5,2,1,1,2,6,1,1,1,1,2,2,1,1,1,1,2,2,6,6,6
94,1,27,3, , , ,4,4,1,5,10,1,2,1,20,2,2,1,1,5,2,2,2,2,2,2,2,2,2,2,6,2,2,2,6,7,7,1,2,2,2,2,2,1,3,2
95,2,32,1, , , ,5,6,1,4,9,1,5,1,16,1,5,1,7,4,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6
96,2,37,1, , , ,2,1,2, , , ,8,2, ,1,15,3,0,3,2,2,2,3,3,5,1,2,2,2,6,2,2,2,2,2,2,2,1,2,3,2,2,5,5,6
97,1,33,3, , , ,4,3,1,5,10,3,3,1,21,2,3,1,25,5,2,1,2,2,1,2,1,2,1,2,7,1,1,2,1,3,1,2,1,1,1,6,6,6,6,6
98,1,26,3, , , ,4,1,1,1,11,9,10,2, ,2,1,1,1,4,2,4,2,4,2,3,1,1,2,2,7,2,1,4,2,3,1,2,4,2,6,4,4,3,5,2
99,1,31,3, , , ,4,3,1,2,9,9,GIRLFRIEND,1,YES,2,2,2,3,3,2,1,2,1,2,1,2,1,2,2,7,2,1,2,1,2,1,2,1,2,1,2,1,6,7,6
100,2,48,1, , , ,2,6,1,5,11,1,5,1,18,1,5,1,5,2,2,5,5,5,4,7,1,1,3,3,2,1,1,2,7,7,7,1,2,5,2,6,1,1,1,3
101,2,66,1, , , ,3,8,1,5,11,1,3,1,16,1,1,1,4,5,2,2,2,3,3,3,2,2,3,3,2,1,1,4,7,7,7,2,2,4,4,6,2,1,1,1
102,2,62,1, , , ,5,8,2, , , ,35,1,18,1,25,0,0,3,2,2,2,2,2,6,4,4,4,3,2,2,1,4,6,6,6,2,2,2,2,4,5,2,2,2
103,2,60,1,7, , ,3,6,1,5,10,1,50,1,15,1,80,1,10,4,2,2,2,2,2,3,4,4,4,3,2,2,2,6,6,6,6,3,4,3,2,2,2,2,2,2
104,1,34,1, , , ,4,9,1,5,10,1,10,1,17,2,18,1,2,4,2,2,2,4,2,6,4,4,4,3,2,2,3,4,3,6,6,2,3,3,6,4,5,2,2,2
105,1,32,1, , , ,5,7,1,5,10,2,7,1,17,2,12,1,15,4,2,2,3,4,2,4,5,5,5,3,2,3,2,2,5,5,3,2,2,2,2,3,4,2,5,3
106,1,29,1, , , ,4,6,2, , , ,10,1,17,2,11,0,0,5,2,2,2,2,2,3,3,3,4,3,2,4,2,2,7,7,7,3,3,2,1,2,2,1,2,1
107,1,62,1, , , ,4,6,1,5,11,1,12,1,14,2,7,1,2,3,2,3,3,6,3,6,2,2,2,3,2,4,1,2,6,4, ,3,4, ,4,4,3,1,2,1
108,2,61,1, , , ,3,6,1,5,10,1,25,1,17,1,12,1,7,3,2,2,2,3,2,4,3,4,5,3,2,4,1,2,6,7,7,2,2,3,2,6,3,1,5,1
109,2,48,1, , , ,2,6,1,5,11,1,5,1,18,1,5,1,3,3,2,3,3,3,3,7,1,1,5,3,2,1,1,7,7,7,7,2,2,3,3,3,3,1,1,3
110,2,35,1, , , ,6,7,1,5,10,1,12,1,15,1,12,1,3,4,2,2,3,4,2,6,5,2,4,3,2,4,2,6,6,5,6,4,4,4,2,4,5,2,2,2
111,2,28,6, , , ,4,8,1,5,9,1,2,1,21,1,2,1,20,5,2,2,2,2,2,3,3,3,2,3,2,1,1,1,4,2,5,2, ,2,2,2,2,3,6,3
112,1,49,1, , , ,2,3,2, , , ,6,1,21,2,6,1,0,4,2,2,2,2,2,2,5,5,4,3,3,1,1,2,5,6,6,1,1,3,2,5,2,1,5,1
113,2,29,1, , , ,4,4,1,5,10,2,5,1,16,1,3,1,2,4,2,2,3,5,2,5,6,6,4,3,3,1,2,2,3,6,3,2,2,2,3,2,2,2,2,3
114,2,31,3, , , ,5,1,1,2,5,4,2,2, ,1,1,1,1,4,2,2,3,6,2,3,4,5,6,3,3,3,2,2,2,3,4,3,2,2,3,2,3,2,6,6
115,1,63,1, , , ,4,5,1,5,11,1,10,1,19,2,15,1,12,3,2,3,3,4,3,6,3,5,4,3,3,2,2,2,5,6,6,2,4,5,2,6,4,2,3,2
116,1,24,2, , , ,4,3,1,3,9,3,6,1,18,2,8,3,12,5,2,1,2,3,2,4,6,5,4,3,3,7,7,7,7,7,7,1,2,3,2,3,4,2,3,1
117,1,29,3, , , ,4,4,1,2,8,6,10,1,26,2,1,1,4,3,2,4,3,7,5,7,3,4,7,3,3,4,7,6,3,5,4,7,3,7,5,7,6,5,3,1
118,2,28,1, , , ,5,7,1,5,9,1,3,1,15,1,3,1,6,4,2,2,3,5,3,4,4,4,4,3,3,2,2,4,4,5,5,2,2,3,3,3,2,3,4,3
119,2,29,1, , , ,3,6,1,5,10,1,3,1,17,1,2,1,3,4,2,2,3,5,3,2,3,3,3,3,3,1, ,2,5,6,6,2,3,3,3,3,1,1,3,2
120,1,34,2, , , ,3,6,1,5,9,2,6,1,16,2,6,1,15,4,2,3,4,3,3,4,3,4,5,3,3,2,2,5,6,5,6,4,4,3,3,3,2,2,4,3
121,1,32,3, , , ,4,1,1,5,11,1,3,1,25,2,1,1,20,4,2,2,3,4,3,5,3,3,2,3,3,2,1,2,2,3,3,2,2,4,3,3,4,2,4,4
122,2,35,3, , , ,4,8,1,5,10,1,2,1,24,1,2,1,0,2,2,3,4,6,3,7,4,5,4,3,3,1,1,2,5,7,6,2,4,4,6,6,1,1,4,2
